UNIQID,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,CompletionInfo_SN,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Gender_SN,SexOrient_DC,Straight_DC,Mono_Multi_DC,Race_DB_POC,Race_DB_Minoritized,Race_DB,Disability_macro_MH,Disability_select,Religion,Religion_belief_HH,Religion_Jewish_HH,Religion_organized_HH,Linguist_selfID_SN,Subfields,Theoretical,Theoretical_number_HH,Theoretical_genfun_HH,Methods,Methods_number_HH,Methods_qual_HH,Methods_expcorp_HH,Methods_fieldcomm_HH,Dept_affil,Dept_affil_text,Q21_29_TEXT,Lang_area_dept,Dept_langarea_HH,Home_dept_DC,Home_dept_gen_HH,Ling_Dept_DC,Lang_area_home_dept,Dept_location,Dep_loc_SN,International_grad,Degree_in_progress,Highest_degree_MH,Degree_time,Permanent_position,Current_position,Lab_research,Fieldwork_research,Lesser_studied_research,Group_membership_research,English_L1,Minority_lang,Bias_incidents,Bias_incidents_target,Behavior_correct,Behavior_heard,Biased_behavior,Biased_behavior_told,Bias_incidents_category,Bias_incidents_category_text,Bias_incidents_bystander,Bias_incidents_bystander_action,Bias_incident_outcome,Isolation_professional_identity,Isolation_personal_identity,Climate_avoid,Not_linguist,Climate_linguistics,Climate_subfield_main,Climate_subfield_second,Climate_linguistics_change,Climate_linguistics_change_time,Climate_subfield_main_change,Climate_subfield_main_change_time,Climate_subfield_second_change,Climate_subfield_second_change_time,Children,Dependents_degree,Parental_leave,Relationship,Continent_childhood,Continent_reside
1180,5/2/18 16:27,5/2/18 16:56,IP Address,100,1696,TRUE,ALL,5/2/18 16:56,R_xx7YR8UmF8rzgu5,anonymous,EN,Male,Queer,N,Multisexual+Queer,POC,,African,Yes,Deaf / hard-of-hearing,Spiritual but not religious,Y,N,N,"Yes, solely","Language variation,Signed language linguistics,Sociolinguistics","Cognitive ,Functional,Usage-based",3,F,"Ethnographic methods,Experimental methods, Qualitative methods, Site-based research",4,Y,E,Y,Other (please specify),NA,Sign Language Interpreting,NA,,Language/Area-specific,Language,N,,"North America, including the Caribbean",North America,No,No,M.A. / M.S. / M. Ed.,5 - 10 years ago,Yes,Assistant professor (non-tenure-track),I currently work in a lab-based research group,I have in the past done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,Yes,Yes,Yes,Often,Sometimes,Sometimes,Often,Sometimes,Rarely,"(Dis)ability status, Ethnic groups, Gender,Gender identity/presentation,Race,Sexual orientation , Skin color",NA,Yes,Not sure,It is ongoing,"Yes, I have been excluded (perhaps intentionally)",Yes (other),"Joining a (sub-)discipline , Conference/workshop dinner, Informal meetings",No,Fair,Good,Good,stayed the same,5-10 years,I don't know/can't say,5-10 years,I don't know/can't say,5-10 years,No,No,No,Single,"North America, including the Caribbean","North America, including the Caribbean"
1181,5/5/18 11:58,5/5/18 12:04,IP Address,100,388,TRUE,ALL,5/5/18 12:04,R_3qR8NqbPqPJduQD,anonymous,EN,Male,Heterosexual,Y,Monosexual-straight,POC,,Multiracial,No,NA,Christian,Y,N,Y,"Yes, solely","Philosophy of Language, Pragmatics,Semantics","Formal,Generative",2,G,Qualitative methods,1,Y,O,N,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,No,Yes,B.A. / B.S.,Within the past 5 years,No,Graduate student,I have in the past worked in a lab-based research group,I have never done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,No,Yes,No,Never,Never,Never,Rarely,Rarely,Never,NR,NA,NA,,,No,No,NR,Yes,Good,Good,NR,I don't know/can't say,NA,I don't know/can't say,NA,NR,NR,No,No,No,Single,"North America, including the Caribbean","North America, including the Caribbean"
1182,5/5/18 12:03,5/5/18 12:32,IP Address,100,1776,TRUE,NONE,5/5/18 12:32,R_3NO1nts659a5tPr,anonymous,EN,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NA,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR
1183,5/5/18 12:20,5/5/18 12:36,IP Address,100,999,TRUE,ALL,5/5/18 12:36,R_XozGIn62PuSzh3r,anonymous,EN,Female,Heterosexual,Y,Monosexual-straight,White,,White,Yes,Other physical disabilities,Agnostic,Y,N,N,"Yes, in addition to other descriptors","Philosophy of Language,Phonology, Pragmatics,Semantics",Formal,1,O,"Corpus methods,Experimental methods, Field methods, Qualitative methods",4,Y,B,Y,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,Yes,Yes,Ph.D,Within the past 5 years,No,Tech industry,I have in the past worked in a lab-based research group,I have in the past done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,No,Yes,No,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,"Age , Nationality ,Particular subfields/other academics",NA,Yes,Not sure,Yes,No,No,Fieldwork/a specific field site,No,Good,Good,Good,gotten better,5-10 years,I don't know/can't say,NA,I don't know/can't say,NR,No,No,NA,Domestic partner/Long-term relationship,"North America, including the Caribbean","North America, including the Caribbean"
1184,5/5/18 12:54,5/5/18 13:06,IP Address,100,747,TRUE,ALL,5/5/18 13:06,R_yPfK5Bc7spp8fqF,anonymous,EN,Female,Heterosexual,Y,Monosexual-straight,POC,,LatinX,No,NA,Jewish,Y,Y,Y,"Yes, solely","Morphology, Morphosyntax,Semantics,Syntax",Generative,1,G,"Experimental methods, Site-based research",2,N,E,Y,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,Yes,Yes,M.A. / M.S. / M. Ed.,Within the past 5 years,No,Graduate student,I have never worked in a lab-based research group,I have never done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,Yes,No,No,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,"Ethnic groups, Gender, Nationality , Nonnative English speakers,Particular subfields/other academics",NA,NA,,,Yes (other),Not sure,"Fieldwork/a specific field site,Conference/workshop presentation, Other academic activities at a conference/workshop",Yes,Fair,Good,Good,I don't know/can't say,NA,I don't know/can't say,NA,I don't know/can't say,NA,No,Yes,No,Married,South or Central America,"North America, including the Caribbean"
1185,5/5/18 13:14,5/5/18 13:20,IP Address,100,353,TRUE,ALL,5/5/18 13:20,R_1oii7GN812pHYj9,anonymous,EN,Male,Bisexual,N,Multisexual+Queer,White,,White,No,NA,Agnostic,Y,N,N,"Yes, solely","Pragmatics,Semantics",Formal,1,O,Computational methods,1,N,O,N,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,No,Yes,B.A. / B.S.,Within the past 5 years,No,Graduate student,I have never worked in a lab-based research group,I have never done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,No,Yes,No,Rarely,Never,Rarely,Sometimes,Never,Never,"Gender, Nationality , Nonnative English speakers",NA,NA,,,No,No,NR,No,Good,Good,NR,I don't know/can't say,NA,I don't know/can't say,NA,I don't know/can't say,NA,No,No,No,Single,"North America, including the Caribbean","North America, including the Caribbean"
1186,5/5/18 19:24,5/5/18 19:48,IP Address,100,1445,TRUE,ALL,5/5/18 19:48,R_42bdhos8Aal6d5n,anonymous,EN,Other,Bisexual,N,Multisexual+Queer,White,,White,No,NA,Agnostic,Y,N,N,"Yes, in addition to other descriptors","Cognitive science,Computational linguistics, Language contact, Morphosyntax",Functional,1,F,"Computational methods, Corpus methods,Experimental methods, Field methods",4,N,B,Y,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,No,Yes,B.A. / B.S.,Within the past 5 years,Yes,Graduate student,I currently work in a lab-based research group,I have never done fieldwork/site-based research,Most of my research focuses on lesser-studied languages/varieties,No,Yes,No,Rarely,Never,Rarely,Sometimes,Never,Never,"Gender, Nonnative English speakers",NA,NA,,,Yes (other),Yes (other),"Social events in your department, Informal meetings",No,Good,Very good,Good,gotten better,< 5 years,I don't know/can't say,NA,stayed the same,< 5 years,No,No,NA,Married,"North America, including the Caribbean","North America, including the Caribbean"
1187,5/6/18 9:53,5/6/18 11:39,IP Address,100,6360,TRUE,ALL,5/6/18 11:39,R_3EAVZ3l8i8hUFE2,anonymous,EN,Male,Gay/Lesbian,N,Monosexual-gay/lesbian,White,,White,No,NA,Agnostic,Y,N,N,"Yes, solely","Phonetics,Phonology,Sociolinguistics","Cognitive ,Usage-based",2,O,"Corpus methods,Experimental methods",2,N,B,N,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,No,Yes,ABD,Within the past 5 years,No,Graduate student,I currently work in a lab-based research group,I have in the past done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,Yes,Yes,No,Rarely,Never,Rarely,Sometimes,Rarely,Never,"Gender,Particular subfields/other academics ,Race, Skin color",NA,Yes,Not sure,It is ongoing,No,No,"Committee membership, Informal meetings, Formal meetings",Yes,Good,Good,Very good,I don't know/can't say,5-10 years,I don't know/can't say,5-10 years,gotten better,5-10 years,No,No,NA,Single,"North America, including the Caribbean","North America, including the Caribbean"
1188,5/6/18 12:41,5/6/18 12:49,IP Address,100,466,TRUE,ALL,5/6/18 12:49,R_2rPch3uKF4SjEFx,anonymous,EN,Male,Heterosexual,Y,Monosexual-straight,White,,White,No,NA,Atheist,N,N,N,"Yes, solely","Semantics,Syntax","Formal,Generative",2,G,"Experimental methods, Qualitative methods,You don't",3,Y,E,N,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,No,No,Ph.D,5 - 10 years ago,No,Assistant professor (tenure-track),I have never worked in a lab-based research group,I have never done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,Yes,Yes,No,Sometimes,Rarely,Never,Rarely,Rarely,Never,"Ethnic groups, Gender, Nationality ,Particular subfields/other academics",NA,NA,,,No,No,NR,No,Good,Good,Good,I don't know/can't say,NA,I don't know/can't say,NA,I don't know/can't say,NR,No,No,No,Married,"North America, including the Caribbean","North America, including the Caribbean"
1189,5/7/18 14:26,5/7/18 14:45,IP Address,100,1177,TRUE,ALL,5/7/18 14:45,R_z7HDK5kuutyh67v,anonymous,EN,Male,Gay/Lesbian,N,Monosexual-gay/lesbian,White,,White,No,NA,Agnostic,Y,N,N,"Yes, in addition to other descriptors","Discourse analysis,Historical linguistics,Language variation,Phonetics,Phonology,Signed language linguistics,Sociocultural linguistics,Sociolinguistics",Usage-based,1,O,"Computational methods,Ethnographic methods, Qualitative methods",3,Y,O,Y,Linguistics,NA,NA,NA,,Q,NA,Q,,"North America, including the Caribbean",North America,No,No,M.A. / M.S. / M. Ed.,Within the past 5 years,Yes,Education industry,I have in the past worked in a lab-based research group,I have never done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,Yes,Yes,No,Never,Never,Never,Never,Never,Never,NR,NA,NA,,,No,No,NR,Yes,Fair,Good,NR,I don't know/can't say,NA,I don't know/can't say,NA,I don't know/can't say,NA,No,No,No,Single,"North America, including the Caribbean","North America, including the Caribbean"
1190,5/7/18 16:58,5/7/18 17:12,IP Address,100,863,TRUE,ALL,5/7/18 17:12,R_25eWlcyQvUEXVkZ,anonymous,EN,Other,Gay/Lesbian,N,Monosexual-gay/lesbian,POC,,Multiracial,Yes,"Blind / limited vision / low vision / partially sighted,Deaf / hard-of-hearing","Christian,Protestant",Y,N,Y,"Yes, solely","Morphology, Morphosyntax,Semantics,Syntax","Formal,Generative",2,G,You don't,2,N,O,N,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,No,No,Ph.D,10 - 20 years ago,Yes,Full professor,I have never worked in a lab-based research group,I have never done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Nonnative English speakers,NA,NA,,,No,No,NR,No,Very good,Very good,Very good,stayed the same,20-30 years,stayed the same,20-30 years,stayed the same,20-30 years,Yes,No,No,Married,"North America, including the Caribbean","North America, including the Caribbean"
1191,5/7/18 21:45,5/7/18 22:02,IP Address,100,1007,TRUE,ALL,5/7/18 22:02,R_r6Lmsj6liUKT2Ol,anonymous,EN,Male,Gay/Lesbian,N,Monosexual-gay/lesbian,White,,White,No,NA,Atheist,N,N,N,"Yes, in addition to other descriptors","Documentary and descriptive linguistics, Language contact,Language variation,Phonetics,Phonology,Sociolinguistics","Formal,Generative",2,G,"Ethnographic methods,Experimental methods, Field methods, Site-based research",4,N,E,Y,"Linguistics,Language/Area-specific department (click to receive more options in next question)",NA,NA,Other (please specify),Other,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,Yes,No,Ph.D,10 - 20 years ago,Yes,Full professor,I currently work in a lab-based research group,I currently do fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,Yes,No,No,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,"Ethnic groups, Gender,Sexual orientation",NA,Yes,No,No,"Yes, I have been excluded (perhaps intentionally)","Yes, I have been excluded (perhaps intentionally)","Starting a collaboration , Fieldwork/a specific field site",No,Good,Good,Good,gotten better,5-10 years,gotten better,5-10 years,gotten better,5-10 years,No,Yes,No,Married,Africa,"North America, including the Caribbean"
1192,5/8/18 15:33,5/8/18 16:23,IP Address,100,2976,TRUE,ALL,5/8/18 16:23,R_3shr7PhATNtVzTZ,anonymous,EN,Female,Bisexual,N,Multisexual+Queer,White,,White,Yes,Other physical disabilities,Jewish,Y,Y,Y,"Yes, in addition to other descriptors","Cognitive science,Gesture studies, First language acquisition, Language evolution,Psychology of Language,Semantics,Signed language linguistics","Cognitive ,Formal",2,O,"Corpus methods,Experimental methods",2,N,B,N,Other (please specify),NR,NA,NA,,Q,Interdisciplinary,N,,Europe,Europe,No,No,Ph.D,Within the past 5 years,No,Postdoctoral scholar,I currently work in a lab-based research group,I have never done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,Yes,Yes,No,Rarely,Rarely,Rarely,Rarely,Rarely,Never,"Gender, Nonnative English speakers,Particular subfields/other academics",NA,NA,,,No,No,Joining a (sub-)discipline,Yes,Good,Good,Good,NR,NR,NR,NR,NR,NR,No,No,No,Domestic partner/Long-term relationship,"North America, including the Caribbean",Europe
1193,5/11/18 11:37,5/11/18 12:20,IP Address,100,2593,TRUE,ALL,5/11/18 12:20,R_1NaL6blWRZjImt6,anonymous,EN,Female,Heterosexual,Y,Monosexual-straight,White,,White,No,NA,Latter Day Saints/Mormon,Y,N,Y,"Yes, in addition to other descriptors","Documentary and descriptive linguistics,Educational linguistics, Linguistic Anthropology,Phonology,Semantics,Typology","Structuralist,Usage-based",2,O,"Corpus methods,Ethnographic methods, Field methods, Qualitative methods, Site-based research",5,Y,C,Y,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,No,No,Ph.D,20 - 30 years ago,Yes,Full professor,I have never worked in a lab-based research group,I currently do fieldwork/site-based research,Most of my research focuses on lesser-studied languages/varieties,No,Yes,No,Rarely,Rarely,Never,Sometimes,Rarely,Never,Other (please specify),I have been targeted by a junior colleague who has expressed disrespect for my work,Yes,No,It is ongoing,No,No,NR,Yes,Good,Good,Fair,gotten better,20-30 years,gotten better,20-30 years,I don't know/can't say,NR,Yes,No,Yes,Married,"North America, including the Caribbean","North America, including the Caribbean"
1194,5/11/18 11:47,5/11/18 12:36,IP Address,100,2958,TRUE,ALL,5/11/18 12:36,R_23VT7Crt8D5lPTz,anonymous,EN,Female,Heterosexual,Y,Monosexual-straight,White,,White,No,NA,Protestant,Y,N,Y,"Yes, in addition to other descriptors","Cognitive science,Cognitive-functional linguistics,Computational linguistics, Language evolution,Language variation, Morphology,Phonetics,Phonology,Psychology of Language,Sociolinguistics","Cognitive ,Formal,Functional,Generative,Structuralist,Usage-based",6,B,"Computational methods, Corpus methods,Experimental methods",3,N,B,N,"Linguistics, Information Systems,Other (please specify)",NA,Interdisciplinary research institute,NA,,Q,Interdisciplinary,N,,Europe,Europe,No,No,Ph.D,>30 years ago,Yes,Full professor,I currently work in a lab-based research group,I have never done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,Yes,Yes,No,Often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,"Age , Gender,Race,Sexual orientation ,Other (please specify)",Social class!,Yes,No,No,"Yes, I have been intentionally excluded","Yes, I have been intentionally excluded","Joining a (sub-)discipline , Starting a collaboration ,Social events in your department,Academic events in your department (colloquium talks, etc), Informal meetings",Yes,Fair,Other (please specify),NR,gotten better,> 30 years,NR,NR,NR,NR,Yes,No,Yes,Married,"North America, including the Caribbean",Europe
1195,5/11/18 12:17,5/11/18 12:37,IP Address,100,1187,TRUE,ALL,5/11/18 12:37,R_1msmy2nMoSgXPwp,anonymous,EN,Female,Gay/Lesbian,N,Monosexual-gay/lesbian,White,,White,No,NA,Agnostic,Y,N,N,"Yes, in addition to other descriptors","Cognitive science, First language acquisition,Psychology of Language,Syntax",Generative,1,G,"Experimental methods,You don't",2,N,E,N,"Linguistics,Applied Linguistics, Cognitive Science, Psychology",NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,No,No,Ph.D,20 - 30 years ago,Yes,Full professor,I have in the past worked in a lab-based research group,I have in the past done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,No,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"Age , Gender,Gender identity/presentation, Nonnative English speakers,Particular subfields/other academics ,Sexual orientation",NA,Yes,Not sure,No,"Yes, I have been excluded (perhaps intentionally)",Not sure,"Joining a (sub-)discipline , Starting a collaboration ,Social events in your department,Academic events in your department (colloquium talks, etc),Conference/workshop presentation, Informal meetings, Formal meetings",Yes,Fair,Good,Fair,stayed the same,20-30 years,stayed the same,20-30 years,I don't know/can't say,NR,No,Yes,No,Married,Africa,"North America, including the Caribbean"
1196,5/11/18 12:30,5/11/18 12:49,IP Address,100,1147,TRUE,ALL,5/11/18 12:49,R_3hzm7W4s3YPK6mS,anonymous,EN,Female,Heterosexual,Y,Monosexual-straight,White,,White,No,NA,Atheist,N,N,N,"Yes, solely","Language variation, Morphosyntax,Syntax","Formal,Generative",2,G,"Field methods, Qualitative methods",2,Y,O,Y,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,No,No,Ph.D,Within the past 5 years,No,Assistant professor (non-tenure-track),I have in the past worked in a lab-based research group,I have in the past done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,No,Yes,No,Sometimes,Sometimes,Never,Sometimes,Never,Never,"Gender,Gender identity/presentation, Nonnative English speakers,Particular subfields/other academics",NA,Yes,No,No,Yes (other),Not sure,"Joining a department, Joining a lab/research group, Joining a (sub-)discipline , Starting a collaboration ,Social events in your department,Academic events in your department (colloquium talks, etc), Starting a research project,Conference/workshop presentation, Informal meetings",No,Fair,Bad,Fair,I don't know/can't say,NA,I don't know/can't say,NA,I don't know/can't say,NA,No,No,No,Other,Europe,"North America, including the Caribbean"
1197,5/11/18 14:41,5/11/18 15:05,IP Address,100,1456,TRUE,ALL,5/11/18 15:05,R_3MFqp8ZGUibIQob,anonymous,EN,Female,Heterosexual,Y,Monosexual-straight,White,,White,No,NA,Spiritual but not religious,Y,N,N,"Yes, in addition to other descriptors","Cognitive science,Discourse analysis,Gesture studies,Phonetics,Psychology of Language","Cognitive ,Functional,Usage-based",3,F,"Corpus methods,Experimental methods, Qualitative methods",3,Y,B,N,"Psychology, Speech and hearing sciences",NA,NA,NA,,Speech and hearing sciences,Interdisciplinary,N,,"North America, including the Caribbean",North America,Yes,No,Ph.D,10 - 20 years ago,No,Research scientist,I currently work in a lab-based research group,I have in the past done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,No,Yes,No,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,"Ethnic groups, Gender,Gender identity/presentation, Nonnative English speakers,Particular subfields/other academics , Religion,Sexual orientation",NA,Yes,Not sure,No,"Yes, I have been excluded (perhaps intentionally)","Yes, I have been excluded (perhaps intentionally)","Starting a collaboration ,Social events in your department, Starting a research project, Conference/workshop dinner, Other social events at a conference/workshop, Informal meetings",No,Fair,Fair,Fair,gotten worse,5-10 years,I don't know/can't say,10-20 years,I don't know/can't say,10-20 years,Yes,Yes,Yes,Married,"North America, including the Caribbean","North America, including the Caribbean"
